reference_type,source_file,tool_name,tool_slug,issue,recommended_action
search/index data,data/source-ingestion-v1-sample.csv,PrometAI,prometai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,PrometAI,prometai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,PrometAI,prometai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,PrometAI,prometai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,PrometAI,prometai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Archie,archie,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Marblism,marblism,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Osum,osum,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Venturekit,venturekit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Photo AI,photo-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,MyReport,myreport,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,ResolveAI,resolveai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Eightify,eightify,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,KeywordSearch,keywordsearch,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,GetLogit,getlogit,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,lxi.ai,lxi-ai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Pfpmaker,pfpmaker,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Raplyrics,raplyrics,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Watermelon,watermelon,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DigitalGenius,digitalgenius,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,B12 AI Website Builder,b12-ai-website-builder,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Skillroads,skillroads,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Kavout,kavout,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AssemblyAI,assemblyai,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
